["Mozilla/5.0 (Linux; Android 13; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.5279.40 Mobile Safari/537.36",",
"Mozilla/5.0 (Linux; Android 11; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.4302.76 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/74.0.4232.85 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/44.0.5330.36 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.3785.66 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/53.0.3435.45 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3647.36 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.5483.81 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/72.0.3896.25 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/81.0.3290.34 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/71.0.5191.60 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/110.0.4993.72 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4851.73 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/68.0.4282.94 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/89.0.5588.81 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.5031.24 Mobile Safari/537.36",                                                 
"Mozilla/5.0 (Linux; Android 13; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/51.0.3273.70 Mobile Safari/537.36",                                                 
"Mozilla/5.0 (Linux; Android 15; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/98.0.5849.20 Mobile Safari/537.36",                                                 
"Mozilla/5.0 (Linux; Android 9; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.4242.74 Mobile Safari/537.36",                                                  
"Mozilla/5.0 (Linux; Android 10; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/100.0.3580.63 Mobile Safari/537.36",                                                
"Mozilla/5.0 (Linux; Android 11; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.4154.47 Mobile Safari/537.36",                                                 
"Mozilla/5.0 (Linux; Android 12; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/71.0.5572.23 Mobile Safari/537.36",                                                 
"Mozilla/5.0 (Linux; Android 8; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/99.0.4961.67 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.3185.38 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.3596.49 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.4731.76 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/103.0.5478.72 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/65.0.4672.72 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.3353.87 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.3085.77 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/62.0.3641.72 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/71.0.3970.41 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/92.0.3015.39 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.3965.31 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.5693.26 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3735.24 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.5094.62 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/112.0.5781.67 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.5667.47 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.4323.81 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.5711.97 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/72.0.4518.78 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.5088.44 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/106.0.5260.41 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4703.96 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/71.0.5079.30 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/44.0.4357.62 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.4196.33 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.4787.36 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.3151.47 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.5151.76 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.3294.70 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.4071.39 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.3874.45 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/73.0.5212.96 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.4014.78 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/93.0.3039.25 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/88.0.5260.58 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/53.0.5181.87 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/55.0.4066.52 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/90.0.5841.26 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.3290.28 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.3592.99 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.4171.20 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.5569.87 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.3497.28 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/81.0.5296.62 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.5826.90 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.4971.59 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.4492.38 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/88.0.3499.49 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.5462.74 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.4174.50 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/88.0.4965.28 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/51.0.4406.27 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.5803.38 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/103.0.3327.73 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.3931.35 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/45.0.5758.23 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.4852.95 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.4214.93 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.3186.93 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/55.0.3302.61 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/99.0.5627.70 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.4990.41 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3981.73 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/75.0.5147.56 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/76.0.3802.22 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.4708.79 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/88.0.3158.74 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/50.0.3118.51 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.5424.88 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.4221.81 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.4985.80 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.4340.97 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/104.0.4546.75 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/56.0.5778.53 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/62.0.3043.92 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.3082.79 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/51.0.3098.37 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.5652.25 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.4241.88 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.3919.97 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/62.0.3648.94 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/89.0.4490.49 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.3909.21 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.4722.75 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/53.0.3709.84 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.4655.68 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/98.0.3896.25 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/73.0.5585.55 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/62.0.4012.90 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/62.0.3293.50 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.3635.76 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.4093.35 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/111.0.3427.20 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/92.0.3046.71 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4379.93 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/106.0.3159.22 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/111.0.3942.24 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/56.0.3551.51 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.4761.94 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/100.0.4978.33 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/51.0.3145.84 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/93.0.5707.35 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.3064.73 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.3987.53 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/92.0.3251.78 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/51.0.5662.23 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/51.0.5993.82 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/73.0.5679.52 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/110.0.5954.81 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/111.0.3504.83 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/50.0.5002.88 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.4982.42 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.3562.20 Mobile Safari/537.36",
